OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,MSZoning_NaN,Neighborhood_NridgHt,Exterior1st_NaN,Exterior2nd_NaN,MasVnrType_None,Foundation_PConc,GarageType_Detchd,GarageFinish_Fin,GarageFinish_Unf,SaleType_NaN,SaleType_New,SaleCondition_Partial
8,2007,2008,436.0,3.0,4.0,0.0,1400.0,1710.0,4.0,1710,1710,2,3.0,6,1,3.0,866.0,372402.0,0,1,0,0,0,1,0,0,0,0,1,1
6,1971,1971,252.0,2.0,2.0,3.0,416.0,825.0,3.0,1097,1993,2,2.0,8,1,2.0,495.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1960,1975,0.0,2.0,3.0,0.0,429.0,1602.0,3.0,1252,1252,1,2.0,4,1,2.0,564.0,235000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1923,1950,0.0,2.0,2.0,3.0,0.0,1200.0,2.0,1200,1200,1,2.0,7,0,1.0,312.0,125000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1924,1950,0.0,2.0,2.0,3.0,0.0,572.0,1.0,572,1096,1,2.0,5,0,0.0,0.0,79000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1950,1950,0.0,2.0,5.0,4.0,0.0,0.0,2.0,1040,1040,1,2.0,5,0,2.0,625.0,109500.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2009,2010,84.0,3.0,4.0,3.0,0.0,774.0,4.0,774,1968,2,4.0,8,1,3.0,680.0,269500.0,0,0,0,0,0,1,0,1,0,0,1,1
7,2004,2005,0.0,3.0,3.0,3.0,222.0,991.0,4.0,991,1947,2,3.0,8,1,2.0,678.0,254900.0,0,0,0,0,1,1,0,0,0,0,0,0
7,2005,2006,456.0,3.0,3.0,2.0,57.0,1392.0,4.0,1392,2462,2,3.0,9,1,2.0,576.0,320000.0,0,0,0,0,0,1,0,0,0,0,1,1
6,1984,1984,0.0,2.0,3.0,3.0,660.0,1232.0,2.0,1232,1232,2,2.0,6,0,2.0,516.0,162500.0,0,0,0,0,1,1,0,0,1,0,0,0
9,2003,2004,664.0,3.0,4.0,1.0,1016.0,1572.0,4.0,1572,2668,2,4.0,10,2,3.0,726.0,412500.0,0,1,0,0,0,1,0,1,0,0,0,0
7,2005,2005,226.0,3.0,3.0,2.0,1201.0,1541.0,4.0,1541,1541,2,3.0,7,1,2.0,532.0,220000.0,0,1,0,0,0,1,0,0,0,0,1,1
4,1956,1956,0.0,2.0,2.0,3.0,0.0,882.0,4.0,882,882,1,2.0,4,0,0.0,0.0,103200.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1926,2004,0.0,2.0,2.0,2.0,370.0,1149.0,3.0,1149,1616,2,3.0,5,0,1.0,216.0,152000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1940,1999,0.0,2.0,2.0,3.0,351.0,644.0,3.0,808,1355,2,2.0,6,0,0.0,0.0,127500.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1955,1993,0.0,3.0,2.0,3.0,379.0,1617.0,4.0,1867,1867,1,2.0,7,3,1.0,303.0,190000.0,0,0,0,0,1,0,0,1,0,0,0,0
8,2007,2007,300.0,3.0,4.0,3.0,1288.0,1582.0,4.0,1610,2161,1,4.0,8,1,3.0,789.0,325624.0,0,1,0,0,0,1,0,1,0,0,1,1
7,2004,2004,0.0,3.0,3.0,3.0,0.0,840.0,4.0,840,1720,2,3.0,7,1,2.0,440.0,183500.0,0,0,0,0,1,1,0,1,0,0,0,0
8,1981,1981,653.0,3.0,3.0,3.0,0.0,1686.0,2.0,1707,1707,2,2.0,6,1,2.0,511.0,228000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1941,1950,0.0,2.0,2.0,3.0,360.0,720.0,2.0,854,1382,1,2.0,7,0,2.0,660.0,128500.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1960,1960,112.0,2.0,2.0,0.0,639.0,1080.0,1.0,1656,1656,1,2.0,7,2,2.0,528.0,215000.0,0,0,0,0,0,0,0,1,0,0,0,0
7,1987,1987,0.0,3.0,3.0,3.0,495.0,1064.0,3.0,1064,1767,2,3.0,5,1,2.0,504.0,239000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1961,1961,491.0,2.0,2.0,3.0,288.0,1362.0,2.0,1362,1362,1,2.0,6,1,2.0,504.0,163000.0,0,0,0,0,0,0,0,0,1,0,0,0
6,1986,1986,132.0,2.0,3.0,3.0,1398.0,1606.0,2.0,1651,1651,2,2.0,7,1,2.0,616.0,184000.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1950,2001,0.0,2.0,2.0,1.0,477.0,1202.0,2.0,2158,2158,2,3.0,7,1,2.0,576.0,243000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1988,1989,268.0,3.0,3.0,3.0,831.0,1151.0,2.0,1164,2060,2,2.0,8,1,2.0,521.0,211000.0,0,0,0,0,0,1,0,0,1,0,0,0
5,1958,1958,0.0,3.0,2.0,3.0,57.0,1052.0,4.0,1252,1920,2,3.0,8,1,2.0,451.0,172500.0,0,0,0,0,1,0,0,0,1,0,0,0
9,2008,2009,748.0,4.0,4.0,3.0,1904.0,2216.0,4.0,2234,2234,2,4.0,9,1,3.0,1166.0,501837.0,0,0,0,0,0,1,0,1,0,0,1,1
5,1923,2006,0.0,3.0,2.0,3.0,0.0,968.0,2.0,968,968,1,2.0,5,0,2.0,480.0,100000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,2000,2000,456.0,3.0,3.0,3.0,436.0,756.0,4.0,769,1525,2,3.0,5,1,2.0,440.0,177000.0,0,0,0,0,0,1,1,0,1,0,0,0
7,1920,1950,0.0,2.0,1.0,3.0,352.0,793.0,3.0,901,1802,1,2.0,9,1,1.0,216.0,200100.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1957,2006,98.0,2.0,5.0,4.0,0.0,0.0,4.0,1340,1340,1,2.0,7,1,1.0,252.0,120000.0,0,0,0,0,0,1,0,0,0,0,0,0
7,2003,2003,0.0,2.0,3.0,3.0,0.0,1362.0,4.0,1362,2082,2,3.0,6,0,2.0,484.0,200000.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1908,1991,0.0,2.0,1.0,3.0,0.0,504.0,3.0,936,1252,1,2.0,5,0,2.0,576.0,127000.0,0,0,0,0,1,1,0,0,1,0,0,0
10,1892,1993,0.0,3.0,2.0,2.0,0.0,1107.0,4.0,1518,3608,2,4.0,12,2,3.0,840.0,475000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1990,1991,0.0,2.0,3.0,1.0,611.0,1188.0,4.0,1217,1217,2,3.0,6,0,2.0,497.0,173000.0,0,0,0,0,1,1,0,0,1,0,0,0
5,1916,1987,0.0,2.0,1.0,3.0,0.0,660.0,4.0,808,1656,2,2.0,8,0,1.0,180.0,135000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1979,1979,275.0,2.0,3.0,1.0,1086.0,1086.0,2.0,1224,1224,0,2.0,6,2,2.0,528.0,153337.0,0,0,0,0,0,0,1,0,1,0,0,0
8,2001,2002,0.0,3.0,4.0,1.0,1153.0,1593.0,4.0,1593,1593,1,4.0,5,1,2.0,682.0,286000.0,0,0,0,0,1,1,0,1,0,0,0,0
8,1932,1994,0.0,3.0,3.0,3.0,297.0,853.0,2.0,1549,2727,2,3.0,10,2,2.0,440.0,315000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1972,2004,138.0,2.0,2.0,3.0,626.0,725.0,3.0,725,1479,1,3.0,7,0,2.0,484.0,184000.0,0,0,0,0,0,0,0,1,0,0,0,0
7,1999,1999,0.0,3.0,3.0,1.0,560.0,1431.0,4.0,1431,1431,2,3.0,6,0,2.0,666.0,192000.0,0,0,0,0,1,1,0,1,0,0,0,0
7,2004,2004,50.0,3.0,3.0,3.0,0.0,970.0,4.0,970,1709,2,3.0,7,0,2.0,380.0,130000.0,0,0,0,0,0,1,1,0,1,0,0,0
5,1972,1972,0.0,2.0,2.0,1.0,390.0,864.0,2.0,864,864,1,2.0,5,0,1.0,352.0,127000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1976,1976,0.0,2.0,3.0,3.0,566.0,855.0,2.0,855,1456,2,2.0,7,1,2.0,440.0,148500.0,0,0,0,0,1,0,0,0,1,0,0,0
7,2007,2007,205.0,4.0,4.0,3.0,1126.0,1726.0,4.0,1726,1726,2,4.0,8,1,3.0,786.0,311872.0,0,0,0,0,0,1,0,1,0,0,1,1
8,1918,1990,0.0,3.0,2.0,3.0,1036.0,1360.0,3.0,1360,3112,2,3.0,8,1,2.0,795.0,235000.0,0,0,0,0,1,1,1,0,1,0,0,0
6,1912,1950,0.0,2.0,2.0,3.0,0.0,755.0,4.0,929,2229,1,2.0,8,0,0.0,0.0,104000.0,0,0,0,0,1,0,0,0,0,0,0,0
8,2004,2005,262.0,3.0,4.0,1.0,1088.0,1713.0,4.0,1713,1713,2,4.0,7,1,3.0,856.0,274900.0,0,1,0,0,0,1,0,1,0,0,0,0
4,2003,2004,0.0,2.0,3.0,3.0,0.0,1121.0,4.0,1121,1121,2,2.0,5,0,2.0,440.0,140000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1977,1977,0.0,2.0,2.0,3.0,641.0,1196.0,2.0,1279,1279,2,2.0,6,2,2.0,473.0,171500.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1924,1950,0.0,2.0,1.0,3.0,617.0,617.0,3.0,865,1310,2,2.0,6,0,1.0,398.0,112000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,2004,2004,205.0,3.0,3.0,1.0,662.0,848.0,4.0,848,848,1,3.0,3,1,2.0,420.0,149000.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1947,1950,0.0,2.0,2.0,3.0,312.0,720.0,2.0,720,1284,1,2.0,5,0,1.0,240.0,110000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1990,1990,0.0,2.0,3.0,3.0,0.0,1424.0,4.0,1442,1442,2,2.0,5,0,2.0,500.0,180500.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1962,1962,0.0,2.0,2.0,3.0,0.0,1140.0,2.0,1696,1696,1,2.0,8,1,1.0,349.0,143900.0,0,0,0,0,1,0,0,0,0,0,0,0
4,1960,1960,0.0,2.0,2.0,3.0,419.0,1100.0,2.0,1100,1100,1,2.0,6,1,1.0,312.0,141000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,1988,1989,128.0,3.0,3.0,0.0,1065.0,1157.0,4.0,1180,2062,2,2.0,7,1,2.0,454.0,277000.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1964,1964,260.0,2.0,3.0,3.0,787.0,1092.0,4.0,1092,1092,1,2.0,6,0,2.0,504.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1925,1950,0.0,2.0,2.0,3.0,468.0,864.0,2.0,864,864,1,2.0,5,0,0.0,0.0,98000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,2009,2009,0.0,2.0,3.0,2.0,36.0,1212.0,4.0,1212,1212,2,3.0,6,0,2.0,460.0,186000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,2009,2009,0.0,2.0,3.0,3.0,822.0,900.0,4.0,932,1852,2,3.0,7,1,2.0,644.0,252678.0,0,0,0,0,1,1,0,0,0,0,1,1
5,1995,1995,0.0,2.0,3.0,3.0,716.0,990.0,4.0,990,990,1,2.0,5,0,2.0,576.0,156000.0,0,0,0,0,1,1,0,0,1,0,0,0
6,1977,1977,153.0,2.0,3.0,3.0,378.0,689.0,4.0,689,1392,1,2.0,6,0,1.0,299.0,161750.0,0,0,0,0,0,0,0,1,0,0,0,0
5,1957,1996,64.0,2.0,2.0,3.0,360.0,1070.0,2.0,1236,1236,1,3.0,6,1,1.0,447.0,134450.0,0,0,0,0,0,0,0,0,1,0,0,0
7,2004,2004,266.0,3.0,3.0,2.0,946.0,1436.0,4.0,1436,1436,2,3.0,8,0,2.0,484.0,210000.0,0,0,0,0,0,1,0,0,1,0,0,0
4,1925,1950,0.0,2.0,2.0,3.0,0.0,686.0,1.0,810,1328,1,2.0,8,0,1.0,210.0,107000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1939,2006,312.0,3.0,2.0,3.0,341.0,798.0,4.0,1137,1954,1,3.0,8,2,2.0,431.0,311500.0,0,0,0,0,0,0,0,0,1,0,0,0
7,2005,2006,16.0,3.0,3.0,1.0,16.0,1248.0,4.0,1248,1248,2,3.0,5,0,2.0,438.0,167240.0,0,0,0,0,0,1,0,1,0,0,1,1
7,2006,2006,0.0,3.0,3.0,2.0,0.0,1498.0,4.0,1498,1498,2,3.0,5,0,2.0,675.0,204900.0,0,0,0,0,1,1,0,0,0,0,1,1
6,2002,2002,0.0,3.0,3.0,3.0,0.0,1010.0,4.0,1010,2267,2,3.0,8,1,2.0,390.0,200000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1975,1975,0.0,2.0,3.0,3.0,550.0,713.0,2.0,811,1552,2,2.0,6,1,2.0,434.0,179900.0,0,0,0,0,1,0,0,0,0,0,0,0
4,1971,1971,0.0,2.0,2.0,3.0,524.0,864.0,3.0,864,864,1,2.0,4,0,2.0,576.0,97000.0,0,0,0,0,1,0,1,0,1,0,0,0
10,2003,2003,922.0,4.0,4.0,0.0,56.0,2392.0,4.0,2392,2392,2,4.0,8,1,3.0,968.0,386250.0,0,1,0,0,0,1,0,1,0,0,0,0
5,1971,1971,142.0,2.0,2.0,3.0,0.0,630.0,2.0,630,1302,2,2.0,6,0,1.0,280.0,112000.0,0,0,0,0,0,0,1,0,1,0,0,0
7,1995,1995,290.0,3.0,3.0,3.0,565.0,1203.0,4.0,1214,2520,2,3.0,9,1,3.0,721.0,290000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1970,1970,127.0,2.0,2.0,3.0,321.0,483.0,2.0,483,987,1,2.0,5,0,1.0,280.0,106000.0,0,0,0,0,0,0,1,0,1,0,0,0
5,1967,1967,0.0,2.0,2.0,3.0,842.0,912.0,2.0,912,912,1,2.0,5,1,1.0,336.0,125000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2005,2006,16.0,3.0,3.0,1.0,16.0,1373.0,4.0,1555,1555,2,3.0,7,1,2.0,430.0,192500.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1959,1959,220.0,2.0,2.0,3.0,0.0,1194.0,2.0,1194,1194,1,2.0,6,0,1.0,312.0,148000.0,0,0,0,0,0,0,0,0,0,0,0,0
8,1995,1996,506.0,3.0,3.0,3.0,689.0,1462.0,4.0,1490,2794,2,4.0,9,1,3.0,810.0,403000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1972,1972,297.0,2.0,2.0,3.0,0.0,483.0,2.0,483,987,1,2.0,5,1,1.0,288.0,94500.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1976,1976,0.0,2.0,2.0,1.0,182.0,894.0,2.0,894,894,1,2.0,5,0,1.0,308.0,128200.0,0,0,0,0,1,0,0,0,1,0,0,0
6,2002,2002,0.0,3.0,3.0,3.0,625.0,860.0,4.0,860,1960,2,3.0,8,2,2.0,440.0,216500.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1971,1971,604.0,2.0,2.0,3.0,358.0,483.0,2.0,483,987,1,2.0,5,0,1.0,264.0,89500.0,0,0,0,0,0,0,1,0,1,0,0,0
7,2004,2004,98.0,3.0,3.0,1.0,24.0,1414.0,4.0,1414,1414,2,3.0,6,0,2.0,494.0,185500.0,0,0,0,0,0,1,0,0,0,0,0,0
7,1993,2003,0.0,3.0,3.0,3.0,402.0,996.0,4.0,1014,1744,2,3.0,7,0,2.0,457.0,194500.0,0,0,0,0,1,1,0,0,0,0,0,0
8,2007,2007,254.0,4.0,4.0,3.0,0.0,1694.0,4.0,1694,1694,2,3.0,7,0,3.0,818.0,318000.0,0,1,0,0,0,1,0,1,0,0,1,1
6,1945,1950,0.0,2.0,2.0,3.0,94.0,735.0,2.0,798,1487,1,2.0,7,1,1.0,220.0,113000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2008,2008,36.0,3.0,3.0,1.0,1078.0,1566.0,4.0,1566,1566,2,3.0,7,0,2.0,750.0,262500.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1945,1997,0.0,2.0,2.0,3.0,329.0,686.0,3.0,866,866,1,3.0,4,0,0.0,0.0,110500.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1900,1950,0.0,2.0,2.0,3.0,0.0,540.0,3.0,889,1440,1,2.0,6,0,1.0,352.0,79000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1980,1980,0.0,2.0,3.0,3.0,0.0,626.0,2.0,626,1217,1,2.0,6,1,1.0,288.0,120000.0,0,0,0,0,1,0,0,0,0,0,0,0
7,1994,2002,0.0,3.0,3.0,3.0,695.0,948.0,4.0,1222,2110,2,3.0,8,2,2.0,463.0,205000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,1988,1988,102.0,2.0,3.0,1.0,929.0,1845.0,3.0,1872,1872,2,2.0,6,1,2.0,604.0,241500.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1910,1950,0.0,2.0,1.0,3.0,0.0,1020.0,3.0,908,1928,2,1.0,9,0,1.0,440.0,137000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1954,1954,0.0,2.0,2.0,3.0,0.0,1367.0,4.0,1375,1375,1,2.0,5,1,2.0,451.0,140000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,2003,2003,101.0,3.0,3.0,3.0,0.0,840.0,4.0,840,1668,2,3.0,8,0,2.0,500.0,180000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1958,2006,472.0,3.0,3.0,0.0,697.0,1444.0,3.0,1444,2144,2,3.0,7,2,2.0,389.0,277000.0,0,0,0,0,0,0,0,1,0,0,0,0
3,1940,1966,0.0,2.0,2.0,3.0,0.0,728.0,4.0,1306,1306,1,1.0,6,0,0.0,0.0,76500.0,0,0,0,0,1,0,0,0,0,0,0,0
8,2006,2007,481.0,3.0,3.0,0.0,1573.0,1573.0,4.0,1625,1625,2,3.0,5,1,2.0,538.0,235000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,2004,2004,0.0,3.0,3.0,3.0,0.0,798.0,4.0,798,1640,2,3.0,6,0,2.0,520.0,173000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1964,1991,108.0,2.0,3.0,0.0,270.0,1302.0,4.0,1302,1302,2,3.0,7,0,1.0,309.0,158000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1957,1957,0.0,2.0,2.0,3.0,922.0,1314.0,2.0,1314,1314,1,2.0,5,0,1.0,294.0,145000.0,0,0,0,0,1,0,0,0,0,0,0,0
7,1999,1999,302.0,3.0,3.0,3.0,0.0,975.0,4.0,1005,2291,2,3.0,8,1,2.0,429.0,230000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,2003,2003,0.0,3.0,3.0,3.0,503.0,864.0,4.0,864,1728,2,3.0,7,0,2.0,673.0,207500.0,0,0,0,0,1,1,0,0,0,0,0,0
7,2006,2006,180.0,3.0,3.0,3.0,1334.0,1604.0,4.0,1604,1604,2,3.0,8,1,2.0,660.0,220000.0,0,0,0,0,0,1,0,0,0,0,0,0
7,2001,2001,172.0,3.0,3.0,3.0,361.0,963.0,4.0,963,1792,2,3.0,7,1,2.0,564.0,231500.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1956,1956,0.0,2.0,5.0,4.0,0.0,0.0,3.0,882,882,1,2.0,4,0,1.0,308.0,97000.0,0,0,0,0,1,1,1,0,1,0,0,0
6,1962,1962,399.0,2.0,2.0,0.0,672.0,1362.0,2.0,1382,1382,1,2.0,6,1,2.0,884.0,176000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2007,2007,270.0,3.0,4.0,3.0,0.0,1482.0,4.0,1482,2574,2,4.0,10,1,3.0,868.0,276000.0,0,0,0,0,0,1,0,1,0,0,1,1
6,1977,1995,46.0,2.0,3.0,1.0,506.0,506.0,2.0,1212,1212,1,2.0,6,1,2.0,492.0,151000.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1929,2001,0.0,2.0,2.0,3.0,234.0,926.0,2.0,926,1316,1,2.0,6,0,2.0,484.0,130000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1925,2004,0.0,2.0,1.0,3.0,0.0,680.0,3.0,764,764,1,2.0,4,0,2.0,504.0,73000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1981,1981,210.0,2.0,3.0,3.0,588.0,1422.0,2.0,1422,1422,2,3.0,7,1,2.0,576.0,175500.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1997,1997,0.0,2.0,3.0,1.0,714.0,802.0,3.0,802,1511,2,2.0,8,1,2.0,413.0,185000.0,0,0,0,0,1,1,0,1,0,0,0,0
5,1939,1997,0.0,2.0,2.0,3.0,378.0,720.0,4.0,1052,2192,2,3.0,8,1,1.0,240.0,179500.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1940,1955,0.0,2.0,2.0,3.0,403.0,740.0,4.0,778,778,1,2.0,4,1,1.0,924.0,120500.0,0,0,0,0,1,0,1,1,0,0,0,0
6,1976,1976,174.0,2.0,2.0,3.0,751.0,1143.0,2.0,1113,1113,1,2.0,6,1,1.0,504.0,148000.0,0,0,0,0,0,0,0,0,0,0,0,0
8,2006,2006,0.0,3.0,3.0,2.0,0.0,1095.0,3.0,1095,1939,2,3.0,8,1,3.0,1053.0,266000.0,0,0,0,0,1,1,0,0,0,0,1,1
7,1954,2005,0.0,2.0,3.0,0.0,226.0,1385.0,4.0,1363,1363,1,2.0,5,2,2.0,439.0,241500.0,0,0,0,0,1,0,0,0,1,0,0,0
8,1999,2007,348.0,3.0,3.0,3.0,524.0,1152.0,4.0,1164,2270,2,3.0,9,1,3.0,671.0,290000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1958,1988,183.0,2.0,2.0,3.0,620.0,1240.0,3.0,1632,1632,2,2.0,6,1,1.0,338.0,139000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1982,1982,0.0,2.0,2.0,0.0,546.0,816.0,2.0,816,816,1,2.0,5,0,1.0,264.0,124500.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1925,2007,0.0,3.0,2.0,3.0,0.0,952.0,3.0,952,1548,2,4.0,5,0,2.0,672.0,205000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2003,2003,0.0,3.0,4.0,3.0,0.0,1560.0,4.0,1560,1560,2,3.0,7,0,2.0,573.0,201000.0,0,0,0,0,1,1,0,1,0,0,0,0
4,1951,1951,0.0,2.0,2.0,3.0,120.0,864.0,4.0,864,864,1,2.0,4,0,2.0,400.0,141000.0,0,0,0,0,1,0,1,0,1,0,0,0
9,2006,2007,315.0,4.0,4.0,0.0,0.0,2121.0,4.0,2121,2121,2,4.0,8,1,3.0,732.0,415298.0,0,1,0,0,0,1,0,1,0,0,1,1
7,1977,1977,299.0,2.0,3.0,3.0,392.0,1160.0,4.0,1156,2022,2,2.0,8,1,2.0,505.0,192000.0,0,0,0,0,0,0,0,1,0,0,0,0
7,1989,1989,340.0,3.0,3.0,1.0,421.0,807.0,3.0,1175,1982,2,3.0,7,1,2.0,575.0,228500.0,0,0,0,0,0,0,0,1,0,0,0,0
6,2006,2006,68.0,3.0,3.0,3.0,905.0,1262.0,3.0,1262,1262,2,3.0,5,0,2.0,572.0,185000.0,0,0,0,0,0,1,0,1,0,0,1,1
7,2007,2008,166.0,3.0,3.0,3.0,904.0,1314.0,4.0,1314,1314,2,3.0,6,1,2.0,626.0,207500.0,0,1,0,0,0,1,0,0,0,0,0,0
8,2008,2009,72.0,3.0,3.0,3.0,0.0,1468.0,4.0,1468,1468,2,3.0,6,1,3.0,898.0,244600.0,0,0,0,0,0,1,0,1,0,0,1,1
6,1992,1992,0.0,3.0,3.0,3.0,430.0,1575.0,3.0,1575,1575,2,3.0,5,0,2.0,529.0,179200.0,0,0,0,0,1,1,0,0,0,0,0,0
7,2006,2007,0.0,3.0,3.0,3.0,0.0,625.0,4.0,625,1250,2,3.0,5,0,2.0,528.0,164700.0,0,0,0,0,1,1,1,0,0,0,1,1
6,1962,1981,0.0,2.0,2.0,3.0,600.0,912.0,2.0,1085,1734,1,3.0,7,1,2.0,440.0,159000.0,0,0,0,0,1,0,0,0,0,0,0,0
4,1971,1971,0.0,2.0,2.0,3.0,614.0,858.0,2.0,858,858,1,2.0,5,0,0.0,0.0,88000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1967,1967,31.0,2.0,2.0,3.0,450.0,882.0,2.0,900,900,1,2.0,5,0,1.0,280.0,122000.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1915,2003,0.0,2.0,2.0,3.0,0.0,698.0,4.0,698,1396,1,2.0,7,0,1.0,384.0,153575.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2006,2006,0.0,3.0,3.0,1.0,0.0,1079.0,4.0,1079,1919,2,3.0,8,1,2.0,685.0,233230.0,0,0,0,0,1,1,0,0,0,0,1,1
5,1912,2000,0.0,2.0,2.0,3.0,210.0,780.0,4.0,936,1716,2,1.0,9,0,0.0,0.0,135900.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1949,2008,0.0,2.0,2.0,3.0,292.0,768.0,3.0,1148,1716,1,2.0,8,1,1.0,281.0,131000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1977,1994,34.0,2.0,2.0,3.0,795.0,795.0,1.0,1468,2263,2,3.0,9,1,2.0,539.0,235000.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1953,1953,238.0,2.0,2.0,3.0,1285.0,1416.0,2.0,1644,1644,1,2.0,7,2,2.0,418.0,167000.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1984,1984,0.0,2.0,2.0,1.0,819.0,1003.0,2.0,1003,1003,1,2.0,6,0,2.0,588.0,142500.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1950,1950,0.0,2.0,2.0,3.0,420.0,910.0,2.0,910,1558,1,2.0,6,0,1.0,282.0,152000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1997,1998,1600.0,3.0,3.0,3.0,649.0,975.0,4.0,975,1950,2,3.0,7,1,2.0,576.0,239000.0,0,0,0,0,0,1,1,0,0,0,0,0
6,1968,1968,365.0,3.0,2.0,3.0,384.0,702.0,3.0,1041,1743,1,2.0,7,1,2.0,539.0,175000.0,0,0,0,0,0,0,0,0,1,0,0,0
6,1950,2004,0.0,2.0,2.0,3.0,0.0,1092.0,4.0,1152,1152,1,3.0,6,1,1.0,300.0,158500.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1953,1953,56.0,2.0,2.0,2.0,841.0,1165.0,2.0,1336,1336,1,2.0,5,2,1.0,375.0,157000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,1998,1999,0.0,3.0,3.0,3.0,281.0,1028.0,4.0,1210,2452,2,3.0,9,1,2.0,683.0,267000.0,0,0,0,0,1,1,0,1,0,0,0,0
7,2001,2002,150.0,3.0,3.0,3.0,0.0,1541.0,4.0,1541,1541,2,3.0,6,1,3.0,843.0,205000.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1972,1972,0.0,2.0,2.0,3.0,894.0,894.0,2.0,894,894,1,2.0,5,0,2.0,552.0,149900.0,0,0,0,0,1,1,0,0,1,0,0,0
7,1880,2002,0.0,2.0,2.0,3.0,0.0,1470.0,4.0,1675,3493,3,3.0,10,1,3.0,870.0,295000.0,0,0,0,0,1,0,0,0,1,0,0,0
